Proc 1 tickets		Proc 2 tickets			Proc 1 slots received		Proc 2 slots received
	114					28							13							3
	50					12							32							10
	64					15							33							7
	120					30							9							2
	127					31							46							10
	108					26							38							10
	79					19							36							9
	60					14							23							7
	54					13							44							13
	75					18							18							6
	10					2							22							5
